"paper_id","coder","paper_title","criterion category","criterion label","new criterion label","normative framing","text evidence","is prerequisite for","depends on","can be automated","LLM involved","notes"
6,"Amelia","A manifesto for data sharing in social media research","Availability","data documentation",,"injunctive","""Detailed documentation of the dataset and the provision of code and syntax allow everyone to check how collection, cleaning and analysis were performed."" (p.168, Sec 3.1) and A researcher ""could mostly fulfil the reproducibility requirements by sharing the tweet IDs at a conference website or in a repository, making available code for accessing, cleaning, processing and analyzing the data in a repository... and explain her/his methodology in as much detail as possible"" (p.169, Sec 3.3.2)",,,"unclear",,
6,"Amelia","A manifesto for data sharing in social media research","Availability","data provenance",,"injunctive","Current sharing practices are criticized because ""data are thus not presented in a way that advances the social media research field or reproducibility more generally; data are mostly not presented in a sustainable format that can be referenced consistently (e.g. via a DOI)... and datasets lack (standardized) metadata"" (p.168, end Sec 2)",,,"unclear",,
7,"Amelia","Tools and techniques for computational reproducibility","Availability","code deposit",,"injunctive","""no amount of narrative is an adequate substitute for providing the actual commands that were used"" (p.3); ""a better alternative is to store them in a public repository with a permanent URL"" (p.3)",,,"unclear",,
7,"Amelia","Tools and techniques for computational reproducibility","Availability","data documentation",,"injunctive","""narratives should indicate the exact software versions used, the order in which they were executed, and all non-default parameters that were specified"" (p.2–3)",,,"no",,
7,"Amelia","Tools and techniques for computational reproducibility","Availability","data provenance",,"injunctive","""It is most useful when scientists provide direct access to an archived version of the code via a uniform resource locator (URL)"" (p.3)",,,"unclear",,"this is actually an explicit statement of code provenance, not data provenance"
7,"Amelia","Tools and techniques for computational reproducibility","Executability","dependency resolution",,"injunctive","""it is essential to explicitly document any software dependencies and input data that are required for each step"" (p.3); ""it is critical to indicate which dependencies (and versions thereof) must be installed"" (p.4)","computing environment",,"yes","no",
7,"Amelia","Tools and techniques for computational reproducibility","Executability","computing environment",,"injunctive","""virtual machines, which can encapsulate an entire operating system and all software, scripts, code, and data necessary to execute a computational analysis"" (p.6–7)",,"dependency resolution","yes","no",
9,"Amelia","Using ReproZip for reproducibility and library services","Availability","data documentation",,"injunctive","""the configuration file...contains all of the required information for reproducing the work including commands, arguments, working directory, environment variables, operating system information, input files, output files, and software packages."" (pp.3–4)",,,"yes","no",
9,"Amelia","Using ReproZip for reproducibility and library services","Availability","data provenance",,"tacit","""ReproZip keeps strict provenance data. For instance, by observing which files were read and by using the software manager in the operating system, ReproZip can identify the software libraries on which the research depends."" (p.3)",,,,,
9,"Amelia","Using ReproZip for reproducibility and library services","Executability","dependency resolution",,"injunctive","""The dependencies required to reproduce research can be exceptionally hard to track...thus impossible to install on a new machine, which means the percentage of reproducible research remains low."" (p.1, Abstract)",,,"yes","no",
9,"Amelia","Using ReproZip for reproducibility and library services","Executability","computing environment",,"injunctive","""ReproZip packages are also highly portable, in that it automatically creates a virtual machine for the user...allowing research to be reproduced across different operating systems."" (p.3)",,,"yes","no",
10,"Amelia","Sustainable computational science: the ReScience initiative","Availability","code deposit",,"injunctive","""A submission must contain ... open-source code that produces the replication results"" (p.7) and ""Missing code and/or data, undocumented dependencies, and inaccurate or imprecise description appear to be characteristic of much non-reproducible work"" (p.8)",,,"no",,
10,"Amelia","Sustainable computational science: the ReScience initiative","Executability","computing environment",,"injunctive","""the reviewers [must be] able to run the proposed implementation on their computers"" (p.7–8) and ""Missing code and/or data, undocumented dependencies, and inaccurate or imprecise description appear to be characteristic of much non-reproducible work"" (p.8)",,,"unclear",,
10,"Amelia","Sustainable computational science: the ReScience initiative","Executability","dependency resolution",,"injunctive","""the reviewers [must be] able to run the proposed implementation on their computers"" (p.7–8) and 	""Missing code and/or data, undocumented dependencies, and inaccurate or imprecise description appear to be characteristic of much non-reproducible work"" (p.8)",,,"unclear",,
10,"Amelia","Sustainable computational science: the ReScience initiative","Executability","new criterion","code documentation/annotation","injunctive","""...an explanation of this code for human readers"" (p.7)",,,"unclear",,
10,"Amelia","Sustainable computational science: the ReScience initiative","Consistency","numerical output match",,"injunctive","""obtain the same results as indicated in the accompanying paper"" (p.7–8) and 	""consider these results sufficiently close to the ones reported in the original paper being replicated"" (p.8)",,,"unclear",,
10,"Amelia","Sustainable computational science: the ReScience initiative","Consistency","codes consistent with claims",,"tacit","""They did not check for correctness of the code (i.e., does the code actually implement what is advertised in the paper), nor the reproducibility of the results"" (p.3)",,,"unclear",,
11,"Amelia","Sciunits: reusable research objects","Availability","data deposit",,"tacit","""Inclusion of data files is optional, which the user may or may not want to package based on the size of the dataset."" (Sec. III)",,,"yes","no",
11,"Amelia","Sciunits: reusable research objects","Availability","code deposit",,"tacit","""By intercepting all calls, AV auditing determines all program binaries, libraries, scripts, and environment variables that a user program is dependent on."" (Sec. III)",,,"yes","no",
11,"Amelia","Sciunits: reusable research objects","Executability","computing environment",,"tacit","""the sciunit... uses application virtualization (AV) to automatically create a container of an executable application... it can be run on any compatible machine without installation, configuration, or root permissions."" (Sec. I)",,,"yes","no",
11,"Amelia","Sciunits: reusable research objects","Executability","dependency resolution",,"tacit","dependencies are identified and packaged automatically during package. (Sec. III)",,,"yes","no",
11,"Amelia","Sciunits: reusable research objects","Executability","path resolution",,"tacit","""redirecting all system call paths to paths within the special root path of the sandbox container. By redirecting all file requests into the container, the AV execution method fools the application program into believing that it is executing on the original audit-time machine with original file paths."" (Sec. III)",,,"yes","no",
12,"Amelia","Reproducibility: a primer on semantics and implications for research","Availability","data deposit",,"injunctive","""Data: Analytical data set is available."" (Table 4, ""Requirement"" column) (p. 46)",,,"unclear",,
12,"Amelia","Reproducibility: a primer on semantics and implications for research","Availability","code deposit",,"injunctive","""Methods: Computer code underlying figures, tables, and other principal results reported is made available in a human-readable form."" (Table 4); also ""Making available the code that transforms the raw data into the analytic data set"" and ""Making the statistical code and documentation to reproduce the analysis obtainable"" (four-components list) (p. 45-46)",,,"unclear",,
12,"Amelia","Reproducibility: a primer on semantics and implications for research","Availability","data documentation",,"injunctive","""Documentation: Adequate documentation of the computer code, software environment, and analytical data set is available to enable others to repeat the analyses and to conduct other similar analyses."" (Table 4) (p. 46)",,,"unclear",,
12,"Amelia","Reproducibility: a primer on semantics and implications for research","Availability","data provenance",,"injunctive","""Distribution: Standard methods of distribution are used for others to access the software, data, and documentation."" (Table 4) (p. 46)",,,"unclear",,
12,"Amelia","Reproducibility: a primer on semantics and implications for research","Executability","computing environment",,"injunctive","""the software environment necessary to execute that code is available [to other investigator teams]"" (Table 4, Methods row) (p. 46)",,,"unclear",,
12,"Amelia","Reproducibility: a primer on semantics and implications for research","Consistency","codes consistent with claims",,"injunctive","""Verification. This category entails checking that the computer code that the original investigators describe correctly solves the mathematical problem it claims to solve. Those verifying such code also need to examine whether the code is doing what it is supposed to be doing."" (p. 64-65)",,,"unclear",,
14,"Amelia","An empirical analysis of journal policy effectiveness for computational reproducibility","Availability","data deposit",,"injunctive","""All data necessary to understand, assess, and extend the conclusions of the manuscript must be available to any reader of Science."" (p.2584)",,,"unclear",,
14,"Amelia","An empirical analysis of journal policy effectiveness for computational reproducibility","Availability","code deposit",,"injunctive","""All computer codes involved in the creation or analysis of data must also be available to any reader of Science."" (p.2584)",,,"unclear",,
14,"Amelia","An empirical analysis of journal policy effectiveness for computational reproducibility","Availability","license",,"injunctive","""Any restrictions on the availability of data, codes, or materials, including fees and original data obtained from other sources... must be disclosed to the editors upon submission"" (p.2584)",,,"unclear",,
14,"Amelia","An empirical analysis of journal policy effectiveness for computational reproducibility","Availability","data documentation",,"tacit","""Data documented to clearly explain what each part represents"" — 91% compliant; ""Software documented well enough to run it and what it ought to do"" — 57% compliant (Table 3, p.2586)",,,"unclear",,
14,"Amelia","An empirical analysis of journal policy effectiveness for computational reproducibility","Availability","data provenance",,"tacit","""Proper citation of all code and data used, including that generated by the authors"" — 79% compliant (Table 2, p.2586); ""Data location provided in the acknowledgements"" — 70% compliant (Table 3, p.2586)",,,"unclear",,
14,"Amelia","An empirical analysis of journal policy effectiveness for computational reproducibility","Executability","computing environment",,"injunctive","""Nearly impossible to reproduce (specialized hardware, intense computation requirements, sensitive data, human study, or other unavoidable reasons)"" — 14% of sample (p.2587); ICERM item ""Salient details of the test environment, including hardware, system software, and number of processors used"" — 13% compliant (Table 2, p.2586)",,,"unclear",,
14,"Amelia","An empirical analysis of journal policy effectiveness for computational reproducibility","Executability","coding error handling",,"injunctive","""Reproducible after tweaking (e.g., missing parameters required fiddling to find, missing modified code lines, missing arguments required for differing architecture; missing minor method step)"" — 5% of sample; ""Minor difficulty in reproducing"" — 18% (p.2587)",,,"unclear",,
14,"Amelia","An empirical analysis of journal policy effectiveness for computational reproducibility","Consistency","numerical output match",,"tacit","""we were able to replicate the results in the publication for all but 1"" of 22 articles (p.2585)",,,"unclear",,
14,"Amelia","An empirical analysis of journal policy effectiveness for computational reproducibility","Consistency","table and figure match",,"tacit","""The reproduction procedure started by recording all relevant figures, numerical and analytical conclusions, and the figure captions... to reproduce the figures and conclusions"" (p.2588)",,,"unclear",,
15,"Amelia","Coding be eR: assessing and improving the reproducibility of R-based research with containR","Availability","data deposit",,"tacit","""many datasets were simply missing the data used for analysis, highlighting the need for a better system of documenting and including research-code dependencies"" (Abstract, p.iii)",,,"unclear",,
15,"Amelia","Coding be eR: assessing and improving the reproducibility of R-based research with containR","Executability","dependency resolution",,"descriptive","""This error commonly occurs when attempting to run R code written on a different computer, and indicates that the package the user tried to load (in the example case, QMSS) has not yet been installed."" (p.16)",,,"yes","no",
15,"Amelia","Coding be eR: assessing and improving the reproducibility of R-based research with containR","Executability","path resolution",,"injunctive","""using setwd with very specific paths eliminates the possibility of the command executing properly on someone else's computer because different computers almost always have different directory names"" (p.17)",,,"yes","no",
16,"Amelia","ReproServer: making reproducibility easier and less intensive","Executability","dependency resolution",,"injunctive","""these may have many nested library dependencies, of which different versions may give entirely disparate results or not even run... researchers ideally have to create a compendium that encapsulates all the dependencies needed for reproducibility"" (p.1)",,,"yes","no",
16,"Amelia","ReproServer: making reproducibility easier and less intensive","Executability","computing environment",,"tacit","""From the .rpz file, ReproServer builds a Docker image and caches it on a private Docker registry for later execution... reprounzip automatically sets up the environment"" (p.3-4)",,,"yes","no",
17,"Amelia","Transparency, reproducibility, and the credibility of economics research","Availability","data deposit",,"injunctive","""Authors of accepted papers... must provide to the Review, prior to publication, the data, programs, and other details of the computations sufficient to permit replication."" (p. 934) and ""...data must be posted to a trusted repository, and reported analyses will be reproduced independently prior to publication"" (p. 964)",,,"unclear",,
17,"Amelia","Transparency, reproducibility, and the credibility of economics research","Availability","code deposit",,"injunctive","""Authors of accepted papers... must provide to the Review, prior to publication, the data, programs, and other details of the computations sufficient to permit replication."" (p. 934) and ""...data must be posted to a trusted repository, and reported analyses will be reproduced independently prior to publication"" (p. 964)",,,"unclear",,
17,"Amelia","Transparency, reproducibility, and the credibility of economics research","Availability","data documentation",,"injunctive","""...the data used in the analysis are clearly and precisely documented and are readily available..."" (p. 934) and ""The data that was submitted was often an unlabeled and undocumented mess, a problem that has persisted with recent data-sharing policies..."" (p. 934)",,,"unclear",,
17,"Amelia","Transparency, reproducibility, and the credibility of economics research","Executability","computing environment",,"tacit","""...nonlinear maximization methods from different software packages often produced wildly different estimates [and]... not a single AER article had tested their solution across different software packages..."" (p. 934)",,,"unclear",,
17,"Amelia","Transparency, reproducibility, and the credibility of economics research","Consistency","codes consistent with claims",,"injunctive","""...it also includes errors in coding. If an author describes a statistical test in the paper, but the code indisputably does not correctly carry out the test as described, this is also considered a verification failure."" (p. 942)",,,"unclear",,
18,"Amelia","Reproducibility confidentiality data access","Availability","data deposit",,"injunctive","""Accessible data"" / ""Available without any additional information or help from the authors"" (Slide: ""Key attributes of a replication archive"") and 	""Systematically require that data be in a trusted repository"" (Slide: ""Moving forward in economics"")",,,"unclear",,
18,"Amelia","Reproducibility confidentiality data access","Availability","code deposit",,"injunctive","""Write code in a way that facilitates release!"" / ""Create code archives in public areas"" (Slide: ""Our recommendations to researchers"") and ""Systematically release the programs used to generate the output"" / ""Code archives for replication inside confidential areas"" (Slide: ""Our recommendations to ADRFs"")",,,"unclear",,
18,"Amelia","Reproducibility confidentiality data access","Availability","data documentation",,"injunctive","""Accompanying documentation is needs to detail creation of results"" (Slide: ""Key insight,"" Lagoze & Vilhuber 2017)",,,"unclear",,
18,"Amelia","Reproducibility confidentiality data access","Availability","data provenance",,"injunctive","""Clear data provenance"" (Slide: ""Key attributes of a replication archive"") and ""Document the access protocol clearly and in a citable, persistent fashion. Ensure access protocol is transparent and predictable"" (Slide: ""Our recommendations to ADRFs"") and ""Provenance of input data to which the researcher has access (data citation, metadata)"" (Slide: ""Our recommendations to ADRFs"")",,,"unclear",,
18,"Amelia","Reproducibility confidentiality data access","Consistency","numerical output match",,"injunctive","""Catalog the result files, possibly certify that they were generated from the programs... Provide a provable chain for the results in journals"" (Slide: ""Our recommendations to ADRFs"")",,,"unclear",,
19,"Amelia","The ReproRubric: evaluation criteria for the reproducibility of computational analyses","Availability","data deposit",,"injunctive","Raw data generated during the project is shared; Materials/code are assigned a persistent ID and deposited in a trusted repository (Fig. 2, p.3)",,"license","unclear",,
19,"Amelia","The ReproRubric: evaluation criteria for the reproducibility of computational analyses","Availability","code deposit",,"injunctive","Code is in a public, software version control system (e.g., git, Github, Gitlab, BitBucket); exact version is reported; The repository is made available in an archivable format (Fig. 2, p.3)",,"license","unclear",,
19,"Amelia","The ReproRubric: evaluation criteria for the reproducibility of computational analyses","Availability","data documentation",,"injunctive","Materials/code are accompanied by rich metadata as well as a codebook or data dictionary; Code is well documented (Fig. 2, p.3)",,,"unclear",,
19,"Amelia","The ReproRubric: evaluation criteria for the reproducibility of computational analyses","Availability","license",,"injunctive","Materials and/or code is licensed using an approved license","code deposit; data deposit",,"unclear",,
19,"Amelia","The ReproRubric: evaluation criteria for the reproducibility of computational analyses","Availability","data provenance",,"injunctive","Raw data is accompanied by rich metadata including pronevance information",,,,,
19,"Amelia","The ReproRubric: evaluation criteria for the reproducibility of computational analyses","Executability","dependency resolution",,"injunctive","Documentation of exact versions of software and dependencies used; Software is installed/updated by a script; Dependencies are archived, bundled, or captured in an image or container for preservation (Fig. 2, ""Software"" rows, p.3)",,,"unclear",,
19,"Amelia","The ReproRubric: evaluation criteria for the reproducibility of computational analyses","Executability","computing environment",,"injunctive","Documentation of the computing environment with versions is provided; The environment is built with a script; A virtual machine, container, or emulated environment is provided (Fig. 2, ""Environment"" rows, p.3)",,,"unclear",,
19,"Amelia","The ReproRubric: evaluation criteria for the reproducibility of computational analyses","Consistency","codes consistent with claims",,"injunctive","Components of the report are easily related to what has been computed (Tier III, Workflow/Reporting, Fig. 2, p.3)",,,"unclear",,
20,"Amelia","Successes and struggles with computational reproducibility: lessons from the fragile families challenge","Availability","data deposit",,"injunctive","""authors were not supposed to include the Challenge data file in their computational reproducibility materials"" (footnote 13, p.7)",,,"unclear",,
20,"Amelia","Successes and struggles with computational reproducibility: lessons from the fragile families challenge","Availability","code deposit",,"injunctive","""manuscripts needed to be accompanied by open-source code that would allow another researcher to reproduce all the figures and tables""; ""The code must take the Fragile Families Challenge data files as an input and produce (1) all the figures and tables... and (2) your final predictions"" (p.6, footnote 12) and  ""we recommend that authors include a single 'run-all' script that contains a sequence of commands that reproduces all the results"" (p.10)",,,"unclear",,"The second quote probably refers to Master Script?"
20,"Amelia","Successes and struggles with computational reproducibility: lessons from the fragile families challenge","Availability","data documentation",,"injunctive","""we recommend that authors produce code headers that contain the following information: Purpose... Inputs... Outputs... Machine used... Expected runtime"" (p.11); ""We recommended that authors include a file listing all of the software and add-on packages used, including the exact version numbers"" (p.11)",,,"unclear",,
20,"Amelia","Successes and struggles with computational reproducibility: lessons from the fragile families challenge","Availability","license",,"injunctive","""The code should be released under the MIT license, but we will consider other permissive licenses in special situations"" (footnote 12, p.6)",,,"unclear",,
20,"Amelia","Successes and struggles with computational reproducibility: lessons from the fragile families challenge","Executability","dependency resolution",,"injunctive","""the entire process will fail if just one package fails, and the probability that at least one package fails is 1 – pⁿ"" (p.8)",,,"yes","no",
20,"Amelia","Successes and struggles with computational reproducibility: lessons from the fragile families challenge","Executability","computing environment",,"injunctive","""Containers prevent dependency hell. They do this by making an appropriately configured minicomputing environment..."" (p.4)",,,"unclear",,
20,"Amelia","Successes and struggles with computational reproducibility: lessons from the fragile families challenge","Executability","coding error handling",,"tacit","""All 14 manuscripts received a decision of 'revise and resubmit,' and authors were instructed to improve both their manuscripts and code on the basis of the feedback that was provided"" (p.7)",,,"unclear",,
20,"Amelia","Successes and struggles with computational reproducibility: lessons from the fragile families challenge","Consistency","numerical output match",,"injunctive","""compare the results created within our computing environment with the results shown in the manuscript""; tolerance <10⁻¹⁰ (p.7)",,,"unclear",,
20,"Amelia","Successes and struggles with computational reproducibility: lessons from the fragile families challenge","Consistency","table and figure match",,"injunctive","""regenerate... (2) all the figures that were generated by the author's code, and (3) all the tables that were generated by the author's code"" (p.7)",,,"unclear",,
23,"Amelia","Creating and sharing reproducible research code the workflowr way","Availability","code deposit",,"injunctive","""Every commit to an (Rmd) analysis file is associated with a commit to the results file generated by that analysis file. 2. An analysis file is only published and committed if it runs successfully"" (p. 6)",,,"yes","no",
23,"Amelia","Creating and sharing reproducible research code the workflowr way","Availability","data documentation",,"injunctive","""It records information about the computing environment, including the operating system, the version of R used, and the packages that were used to produce the results."" (p. 5).",,,"yes","no",
23,"Amelia","Creating and sharing reproducible research code the workflowr way","Executability","path resolution",,"injunctive","It automatically sets the working directory in a consistent manner... This prevents one of the most common failures to reproduce in R—not setting the working directory before running the R script, resulting in incorrectly resolved relative file paths."" (p. 5).",,,"yes","no",
23,"Amelia","Creating and sharing reproducible research code the workflowr way","Executability","computing environment",,"injunctive","""It creates a clean R session for executing the code. This is critical for reproducibility—results should not depend on the current state of the user's R environment, and all objects necessary to run the code should be defined in the code or loaded by packages."" (p. 5)",,,"yes","no",
23,"Amelia","Creating and sharing reproducible research code the workflowr way","Executability","coding error handling",,"injunctive","""An analysis file is only published and committed if it runs successfully; on failure, wflow_publish() aborts, and neither code nor results are committed to the Git repository (R code that does not work can still be committed to a workflowr project via other methods, e.g., directly using Git, but it will not be associated with a committed results file)."" (p. 6).",,,"yes","no",
24,"Amelia","Computational reproducibility: the elephant in the room","Availability","code deposit",,"injunctive","""...reproduce every table, diagram, and statistical result using code, for which the source and means to run it are provided"" (p. 138)","numerical output match; table and figure match",,"unclear",,
24,"Amelia","Computational reproducibility: the elephant in the room","Consistency","numerical output match",,"injunctive","""...reproduce every table, diagram, and statistical result using code, for which the source and means to run it are provided"" (p. 138)",,"code deposit","unclear",,
24,"Amelia","Computational reproducibility: the elephant in the room","Consistency","table and figure match",,"injunctive","""...reproduce every table, diagram, and statistical result using code, for which the source and means to run it are provided"" (p. 138)",,"code deposit","unclear",,
25,"Amelia","Toward computational reproducibility: a doctoral student's story of passing the baton","Availability","code deposit",,"injunctive","""To test CR requires access to the raw data and code underpinning the original analysis."" (p. 688)",,,"unclear",,
25,"Amelia","Toward computational reproducibility: a doctoral student's story of passing the baton","Availability","data deposit",,"injunctive","""To test CR requires access to the raw data and code underpinning the original analysis."" (p. 688)",,,"unclear",,
25,"Amelia","Toward computational reproducibility: a doctoral student's story of passing the baton","Availability","data documentation",,"injunctive","""It is also critical to document the software environment and versions to ensure reusability and reproducibility of research results."" (p.689)",,,"unclear",,
25,"Amelia","Toward computational reproducibility: a doctoral student's story of passing the baton","Executability","computing environment",,"descriptive","""The majority of errors were caused by discrepancies between operating systems and versions of the software... the initial work was run on Linux with Python 2.7, whereas the replication experiment was conducted in a Windows environment using Python 3.6."" (p.689)",,,"unclear",,
25,"Amelia","Toward computational reproducibility: a doctoral student's story of passing the baton","Executability","dependency resolution",,"tacit","""an external software package that was required was not mentioned and needed to be installed, specifically html2text..."" (p.689)",,,"unclear",,
25,"Amelia","Toward computational reproducibility: a doctoral student's story of passing the baton","Executability","path resolution",,"tacit","""some files were missing or located in a different folder which caused IOError messages."" (p.689)",,,"unclear",,
26,"Amelia","Facilitating reproducible project management and manuscript development in team science: the projects R package","Availability","data provenance",,"injunctive","""a reproducible analytic workflow should if possible incorporate a 'frozen' dataset that reflects a given set of queries or data collection forms at a specific point in time"" (p.3)",,,"unclear",,
26,"Amelia","Facilitating reproducible project management and manuscript development in team science: the projects R package","Availability","data documentation",,"tacit","""a call to the projects function save_session_info(), which saves the R session information to a dated file, thereby documenting the crucial information necessary to reproduce the script"" (p.5)",,,"unclear",,
26,"Amelia","Facilitating reproducible project management and manuscript development in team science: the projects R package","Executability","path resolution",,"tacit","""default settings encourage use of the here package to make file paths generalizable; thus, code can successfully access data and other files within the projects folder, no matter where it is located"" (p.7)",,,"yes","no",
26,"Amelia","Facilitating reproducible project management and manuscript development in team science: the projects R package","Executability","new criterion","version control","descriptive","""users interested in version control can utilize version control capabilities integrated with RStudio (e.g., Git, Subversion) as they would with any other RStudio-housed project"" (p.7)",,,,,
27,"Amelia","Rebooting reproducibility: From re-execution to replication","Executability","dependency resolution",,"injunctive","""the difficulty in reconstructing a work's original library dependencies and software versions"" (para. 1, opening)",,,"unclear",,
27,"Amelia","Rebooting reproducibility: From re-execution to replication","Executability","computing environment",,"injunctive","""Any framework that wants to open up the processes left of the line must account for access to potentially massive data and the implementation of expensive and highly technical computing infrastructure"" (§""What Separates Difficult From Easy?"")",,,"unclear",,
28,"Amelia","A synthetic dataset primer for the biobehavioural sciences to promote reproducibility and hypothesis generation","Availability","code deposit",,"tacit","""The R script and datasets to reproduce the analyses described in this paper are available online at https://github.com/dsquintana/synthpop-primer"" (p. 1)",,,"unclear",,
28,"Amelia","A synthetic dataset primer for the biobehavioural sciences to promote reproducibility and hypothesis generation","Availability","data deposit",,"tacit","""Data and analysis scripts are available at the article's Open Science Framework webpage https://osf.io/z524n/"" (p.9)",,,"unclear",,
