"paper_id","coder","paper_title","criterion category","criterion label","new criterion label","normative framing","text evidence","is prerequisite for","depends on","can be automated","LLM involved","notes"
44,"Amelia","Active maintenance: a proposal for the long-term computational reproducibility of scientific results","Executability","coding error handling",,"tacit","""Errors were classified based on whether a moderately trained replicator would be able to overcome them without substantially updating the script for the statistical analysis or after receiving help from the study authors"" (p. 463)",,,"unclear",,
44,"Amelia","Active maintenance: a proposal for the long-term computational reproducibility of scientific results","Availability","new criterion","artifacts longevity/sustainability","injunctive","""we propose that researchers dedicated to computational reproducibility should have a plan in place for 'active maintenance' of their analysis code"" (Abstract/p. 462)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Availability","code deposit",,"injunctive","""Authors not making the data, software, workflow, or other digital objects available"" (p.20)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Availability","data deposit",,"injunctive","""Authors not making the data, software, workflow, or other digital objects available"" (p.20)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Availability","data documentation",,"injunctive","“We required the author to specify in their README that secondary users wishing to  verify the results themselves had to use the specific version of that package, otherwise the code would fail” (p. 11) and ""The Codebook provides context for the analysis data and must include all variables, variable definitions, values and value labels."" (p.11)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Availability","data provenance",,"injunctive","""We also require full data citations for any original source data used in the analysis data."" (p.11)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Availability","license",,"injunctive","""Inability to access data when conditions of use are unclear"" (p.20) and ""Unclear usage license"" (p.21)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Availability","new criterion","artifacts longevity/sustainability","injunctive","""Uncertainty about whether the reproducibility package will still work in the future"" (p.21)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Executability","dependency resolution",,"injunctive","""We required the author to specify in their README that secondary users wishing to verify the results themselves had to use the specific version of that package, otherwise the code would fail"" (p.11, ID25)",,,"unclear",,
48,"Amelia","Challenges of curating for reproducible and FAIR research output","Executability","computing environment",,"tacit","""we usually resolve this issue by running on the same operating system and asking the authors to provide text in the README highlighting this in case secondary users attempt to verify on the wrong OS"" (p.11, ID26)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Availability","data deposit",,"injunctive","""the researcher should version control some indelible record of the raw data"" (p. 40)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Availability","code deposit",,"injunctive","""the TOP-guideline of sharing analysis code can be met simply by committing the source code of the manuscript to the Git repository, and making this remote repository Public"" (p. 43)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Availability","data documentation",,"injunctive","""we recommend users to elaborate on the default codebook by adding variable description and categories"" (p. 44)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Availability","data provenance",,"tacit","""the worcs function closed_data() adds a paragraph to the project readme, indicating how readers can contact the author for access"" (p. 44)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Availability","license",,"injunctive","""we recommend users to specify an appropriate license for their projects... suggests a CC-BY 4.0 license by default"" (p. 44)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Availability","new criterion","artifacts longevity/sustainability","injunctive","""it is important to consider that all solutions have a limited shelf life... all code requires some maintenance if you want to reproduce it in the future"" (p. 34)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Executability","dependency resolution",,"injunctive","""All solutions to computational reproducibility require users to make their dependencies explicit"" (p. 34)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Executability","new criterion","version control","injunctive","""An integral part of WORCS is the explicit version control software Git"" (p. 32)",,,"unclear",,
54,"Amelia","WORCS: a workflow for open reproducible code in science","Executability","coding error handling",,"injunctive","""Any alterations to the data – including processing steps and even error corrections – should be documented in the code, instead of applied to the raw data"" (p. 40)",,,"unclear",,
69,"Amelia","The interdependence of data producers and data users: how researchers’ behaviors can support or hinder each other","Availability","code deposit",,"injunctive","""Share annotated software code to read the data source, to describe processing that created the data source... and to replicate findings cited in articles"" (Table 2, p.23)",,,"unclear",,
69,"Amelia","The interdependence of data producers and data users: how researchers’ behaviors can support or hinder each other","Availability","data documentation",,"injunctive","""Provide metadata with detailed descriptions of the contents of the data source, including definitions associated individual variables and the scope of the data"" (Table 2, p.22–23)",,,"unclear",,
69,"Amelia","The interdependence of data producers and data users: how researchers’ behaviors can support or hinder each other","Availability","data provenance",,"injunctive","""Provide information on methods used (e.g., original data sources, data collection methods, physical materials, instrumentation) that complete the description of the provenance for the shared data source"" (Table 2, p.23)",,,"unclear",,
69,"Amelia","The interdependence of data producers and data users: how researchers’ behaviors can support or hinder each other","Availability","license",,"injunctive","""Specify appropriate uses of the data source (e.g., via a data license describing terms of use)... Provide a data use agreement (e.g., license) describing the data and its terms of use"" (Table 2, p.23)",,,"unclear",,
69,"Amelia","The interdependence of data producers and data users: how researchers’ behaviors can support or hinder each other","Executability","computing environment",,"tacit","""we're moving toward making everything containerized so it's re-executable in virtual environments"" — Producer/User #9 (p.14); authors' own gloss: ""Using containers to create a virtual environment enabled users to reproduce results... without downloading the data or setting up the proper computational and storage environment"" (p.14–15)",,,"unclear",,
69,"Amelia","The interdependence of data producers and data users: how researchers’ behaviors can support or hinder each other","Executability","new criterion","version control","injunctive","""Use software systems that enable versioning and tracking of data and code"" (Table 3, p.24)",,,"unclear",,
71,"Amelia","Teaching for Large-Scale Reproducibility Verification","Availability","code deposit",,"injunctive","""the authors of conditionally accepted manuscripts are required to submit a replication package, consisting of all code used to process and analyze data, any data not available in an existing trusted repository, and a 'README'"" (p.276) and ""publish papers only if the data and code used in the analysis are clearly and precisely documented and access to the data and code is non-exclusive to the authors"" (p.276)","numerical output match; codes consistent with claims",,"no",,
71,"Amelia","Teaching for Large-Scale Reproducibility Verification","Availability","data deposit",,"injunctive","""the authors of conditionally accepted manuscripts are required to submit a replication package, consisting of all code used to process and analyze data, any data not available in an existing trusted repository, and a 'README'"" (p.276) and ""publish papers only if the data and code used in the analysis are clearly and precisely documented and access to the data and code is non-exclusive to the authors"" (p.276)","numerical output match",,"no",,
71,"Amelia","Teaching for Large-Scale Reproducibility Verification","Availability","data documentation",,"injunctive","""the authors of conditionally accepted manuscripts are required to submit a replication package, consisting of all code used to process and analyze data, any data not available in an existing trusted repository, and a 'README'"" (p.276)",,,"no",,
71,"Amelia","Teaching for Large-Scale Reproducibility Verification","Availability","data provenance",,"injunctive","""When data are not provided, data provenance is even more important, as it must completely describe how the student can obtain the data"" (p.278)",,,"no",,
71,"Amelia","Teaching for Large-Scale Reproducibility Verification","Executability","dependency resolution",,"injunctive","""Authors of replication packages often neglect to identify such packages, and if not available, code will fail"" (p.277)",,,"no",,
71,"Amelia","Teaching for Large-Scale Reproducibility Verification","Executability","computing environment",,"injunctive","""Does the Lab have access to the computing resources (specific OS, high-performance computing)?... Finally, the computational resources are summarized, if reported in the README"" (p.278)",,,"no",,
71,"Amelia","Teaching for Large-Scale Reproducibility Verification","Consistency","codes consistent with claims",,"injunctive","Figure 1 (p.278) shows a ""No data"" branch leading to ""Offline code assessment"" rather than execution — code-only, no-data-required review path. (Evidence is diagram-based; supporting prose is thin — flagging for verification against the linked supplementary workflow guide, footnote 11)",,"code deposit","no",,
71,"Amelia","Teaching for Large-Scale Reproducibility Verification","Consistency","numerical output match",,"tacit","""The student assigned to conduct the computational reproducibility check then downloads any necessary data, and follows instructions in the README to run the programs provided""...""It is the student's job to reproduce the manuscript's results following the authors' instructions as closely as possible"" (p.278)",,"code deposit; data deposit","unclear",,
99,"Amelia","Introducing reproducible research standards at the world bank","Availability","data deposit",,"injunctive","""The public package includes ... all data that can be redistributed ... and a README"" (p.4)",,,"unclear",,
99,"Amelia","Introducing reproducible research standards at the world bank","Availability","code deposit",,"injunctive","""The public package includes ... all analytical scripts"" (p.4)",,,"unclear",,
99,"Amelia","Introducing reproducible research standards at the world bank","Availability","data documentation",,"injunctive","""reproducibility packages using only Excel [are accepted] if ... there is sufficient step-by-step documentation in the README for the reviewer to reproduce the exact results"" (p.4)",,,"unclear",,
99,"Amelia","Introducing reproducible research standards at the world bank","Availability","license",,"injunctive","""a license file"" (p.4); ""Reproducibility packages are published under the MIT license or the 3-Clause BSD3 license, which were approved internally"" (p.8",,,"unclear",,
99,"Amelia","Introducing reproducible research standards at the world bank","Executability","computing environment",,"injunctive","""For virtual verifications, authors are provided instructions to set up a 'clean slate environment,' and the reviewer and author join a virtual meeting, where the author screenshares and the reviewer observes that the package runs"" (p.4)",,,"no",,
99,"Amelia","Introducing reproducible research standards at the world bank","Executability","path resolution",,"descriptive","""Six percent required expected minor and quickly resolvable changes such as adjustments to file paths"" (p.5)",,,"unclear",,
99,"Amelia","Introducing reproducible research standards at the world bank","Executability","coding error handling",,"descriptive","""the review process is iterative, with as many resubmissions as required to get to a fully functional package"" (p.5); reviewer ""suggests solutions to authors for all issues other than version control problems"" (p.5)",,,"no",,
99,"Amelia","Introducing reproducible research standards at the world bank","Consistency","numerical output match",,"injunctive","reviewer verifies ""the empirical findings presented in the paper can be exactly reproduced"" (p.4); ""b) stable, producing the exact same outputs every time it is run"" (p.4)",,,"unclear",,
99,"Amelia","Introducing reproducible research standards at the world bank","Consistency","table and figure match",,"injunctive","""c) consistent with the paper, meaning that the tables and figures reproduced match exactly those included in the paper"" (p.4)",,,"unclear",,
101,"Amelia","Replicability of simulation studies for the investigation of statistical methods: the RepliSims project","Availability","data deposit",,"injunctive","""providing open data and code poses no ethical barriers and thus should be required for all published simulation studies"" (p.3); reinforced: ""Journals that publish simulation studies should require code and data to be publicly available"" (p.14)",,,"unclear",,
101,"Amelia","Replicability of simulation studies for the investigation of statistical methods: the RepliSims project","Availability","code deposit",,"injunctive","""providing open data and code poses no ethical barriers and thus should be required for all published simulation studies"" (p.3); reinforced: ""Journals that publish simulation studies should require code and data to be publicly available"" (p.14)",,,"unclear",,
101,"Amelia","Replicability of simulation studies for the investigation of statistical methods: the RepliSims project","Availability","data documentation",,"injunctive","""Sharing of simulation code ideally gives readers access to details regarding simulation parameter settings, coding environments and dependencies (including their versions), random-number generator seeds, and implementation of algorithms for data generation"" (p.14); also ""reporting software-specific features such as definitions of improper solutions and version numbers facilitates assessment of reproduction"" (p.14)",,,"unclear",,
107,"Amelia","Teaching constructive replications in the behavioral and social sciences using quantitative data","Availability","data deposit",,"tacit","""Particularly at the bachelor level, replication courses will be more successful when focusing on studies where data and code are available."" (p. 118, left col) and ""Prescreened, available data is often best because seeking to acquire data directly from authors can take considerable time and may be a dead end."" (p. 119)","numerical output match; table and figure match",,"unclear",,
107,"Amelia","Teaching constructive replications in the behavioral and social sciences using quantitative data","Availability","code deposit",,"tacit","""Particularly at the bachelor level, replication courses will be more successful when focusing on studies where data and code are available."" (p. 118) and ""Where code is not available, students with advanced analytical skills could attempt to reproduce data handling and analytical steps described in the associated manuscript."" (p. 119)","dependency resolution; path resolution; numerical output match; table and figure match",,"unclear",,
107,"Amelia","Teaching constructive replications in the behavioral and social sciences using quantitative data","Availability","data documentation",,"tacit","""Transparent documentation of materials and construction of a reusable data package including a codebook and well-commented code are also excellent grading possibilities."" (p. 120)","dependency resolution; path resolution; numerical output match; table and figure match",,"unclear",,
107,"Amelia","Teaching constructive replications in the behavioral and social sciences using quantitative data","Executability","path resolution",,"tacit","""We observed that students invest considerable effort in changing file paths or directories, installing packages, moving forward or backward in software or package version history, and identifying and debugging errors."" (p. 120)","dependency resolution; numerical output match","code deposit","unclear",,
107,"Amelia","Teaching constructive replications in the behavioral and social sciences using quantitative data","Executability","dependency resolution",,"tacit","""We observed that students invest considerable effort in changing file paths or directories, installing packages, moving forward or backward in software or package version history, and identifying and debugging errors."" (p. 120)","numerical output match","code deposit; data documentation","unclear",,
107,"Amelia","Teaching constructive replications in the behavioral and social sciences using quantitative data","Executability","computing environment",,"tacit","""Advanced students or technical courses can instruct students to build apps or use virtual computing environments for 'push-button' replications (Liu & Salganik, 2019)."" (p. 121)","numerical output match; table and figure match","code deposit; data documentation","yes","no",
107,"Amelia","Teaching constructive replications in the behavioral and social sciences using quantitative data","Consistency","numerical output match",,"tacit","""When evaluating inconsistencies in coding and analyses, students can focus on whether the direction, strength, and statistical significance of the focal effects are consistent with the findings of the original study."" (p. 120)",,"code deposit; data deposit; data documentation; dependency resolution; path resolution","unclear",,
108,"Amelia","Checklists for computational reproducibility in social sciences: insights from literature and survey evaluation","Availability","code deposit",,"injunctive","""Sharing the code as a public repository, e.g., on GitHub... a DOI is assigned... for persistent sharing"" (Checklist 3)",,,"unclear",,
108,"Amelia","Checklists for computational reproducibility in social sciences: insights from literature and survey evaluation","Availability","data deposit",,"injunctive","""Providing sample input and output data to replicate for proof of concept"" (Checklist 2)",,,"unclear",,
108,"Amelia","Checklists for computational reproducibility in social sciences: insights from literature and survey evaluation","Availability","data documentation",,"injunctive","""a well-written README... should provide all necessary details to recreate the environment and reproduce results"" (Checklist 3) and""Documenting the research setup and model configurations"" (Checklist 2)",,,"unclear",,
108,"Amelia","Checklists for computational reproducibility in social sciences: insights from literature and survey evaluation","Availability","data provenance",,"injunctive","""Documenting the data collection process, i.e., API used, date, and configuration settings..."" (Checklist 1) and ""Sensitive information needed to recreate the study is provided on request..."" (Checklist 3)",,,"unclear",,
108,"Amelia","Checklists for computational reproducibility in social sciences: insights from literature and survey evaluation","Availability","license",,"injunctive","""A license must be added to the repository. The commonly used open licenses on GitHub are MIT, Apache 2.0, and CC By 4.0"" (Checklist 3)",,,"unclear",,
108,"Amelia","Checklists for computational reproducibility in social sciences: insights from literature and survey evaluation","Executability","computing environment",,"injunctive","""Deploy software setup to isolate and preserve the research environment, e.g., dockerizing it"" (Checklist 2) and ""Integrating the research resources with execution environment... e.g., MyBinder for easy and quick proof of concept"" (Checklist 3)",,,"unclear",,
108,"Amelia","Checklists for computational reproducibility in social sciences: insights from literature and survey evaluation","Executability","dependency resolution",,"injunctive","""Preserving the working environment... required libraries, packages, and their version, e.g., by generating requirements.txt"" (Checklist 3)",,,"unclear",,
108,"Amelia","Checklists for computational reproducibility in social sciences: insights from literature and survey evaluation","Executability","new criterion","code documentation/anotation","injunctive","""Follow basic coding conventions, while making good use of comments and white spaces"" (Checklist 2",,,"unclear",,
108,"Amelia","Checklists for computational reproducibility in social sciences: insights from literature and survey evaluation","Executability","new criterion","version control","injunctive","""Using version control tool e.g., Git."" (Checklist 2)",,,"unclear",,
108,"Amelia","Checklists for computational reproducibility in social sciences: insights from literature and survey evaluation","Executability","new criterion","commands logs traceability","injunctive","""Maintaining commands log to recreate the setup"" (Checklist 2)",,,"unclear",,
117,"Amelia","Computational reproducibility of R code supplements on OSF","Availability","code deposit",,"injunctive","""A fundamental aspect in achieving computational reproducibility is the provision of all necessary materials, including the raw data and the code used to generate the results."" (p.1)",,,"unclear",,
117,"Amelia","Computational reproducibility of R code supplements on OSF","Availability","data deposit",,"injunctive","""A fundamental aspect in achieving computational reproducibility is the provision of all necessary materials, including the raw data and the code used to generate the results."" (p.1)",,,"no",,
117,"Amelia","Computational reproducibility of R code supplements on OSF","Availability","data documentation",,"injunctive","""This includes explicitly listing all software dependencies and their versions, using files like requirements.txt or including detailed information about their used environment using commands such as sessionInfo() in R."" (p. 2)",,,"yes","no",
117,"Amelia","Computational reproducibility of R code supplements on OSF","Executability","new criterion","version control","injunctive","""the absence of robust version control systems... make it challenging to replicate the computational environment used in these studies"" (p. 2)",,,"yes","no",
117,"Amelia","Computational reproducibility of R code supplements on OSF","Executability","dependency resolution",,"injunctive","""First, all required packages should be explicitly declared and sourced from reliable repositories such as CRAN, Bioconductor, or GitHub, with version information when relevant."" (p. 4)","computing environment",,"yes","no",
117,"Amelia","Computational reproducibility of R code supplements on OSF","Executability","path resolution",,"injunctive","""Second, scripts should use relative paths (e.g., ""./data/data.csv"") instead of hardcoded absolute paths, and input data should be included or linked via persistent references."" (p. 4)",,,"yes","no",
117,"Amelia","Computational reproducibility of R code supplements on OSF","Executability","computing environment",,"injunctive","""Finally, to support execution in automated or containerised environments, scripts should run non-interactively and avoid GUI-based functions in favor of programmatic alternatives, enabling full execution without manual intervention."" (p. 4)",,"dependency resolution","yes","no",
117,"Amelia","Computational reproducibility of R code supplements on OSF","Executability","new criterion","code runs without manual intervention","injunctive","""Finally, to support execution in automated or containerised environments, scripts should run non-interactively and avoid GUI-based functions in favor of programmatic alternatives, enabling full execution without manual intervention."" (p. 4)",,,"yes","no",
125,"Amelia","A report on ""corruption and Co-optation in autocracy: evidence from Russia""","Availability","code deposit",,"tacit","""Cleaning code provided [Partial]... some minor modifications required,"" ""Analysis code provided ✓ [Fully]"" (Table 1, p.5)",,,"unclear",,
125,"Amelia","A report on ""corruption and Co-optation in autocracy: evidence from Russia""","Availability","data deposit",,"tacit","""Raw data provided ✓ [Fully],"" ""Analysis data provided ✓ [Fully]"" (Table 1, p.5)",,,"unclear",,
125,"Amelia","A report on ""corruption and Co-optation in autocracy: evidence from Russia""","Executability","path resolution",,"tacit","""we had to remove references in the clean_data.R script to a subfolder that may be the legacy of an obsolete file directory"" (p.5)",,,"no",,
125,"Amelia","A report on ""corruption and Co-optation in autocracy: evidence from Russia""","Executability","dependency resolution",,"tacit","""we also had trouble reproducing the Oster (2019) statistics due to package issues"" (p.5)",,,"unclear",,
125,"Amelia","A report on ""corruption and Co-optation in autocracy: evidence from Russia""","Executability","computing environment",,"tacit","""These challenges occurred on both Windows and MacOS operating systems and with different R versions (4.4.1 and 4.4.3)"" (p.5)",,,"unclear",,
128,"Amelia","The reliability of replications: a study in computational reproductions","Availability","code deposit",,"injunctive","""The most important is transparency. A successful single computational reproduction of a given model is far more likely if the complete, well-annotated original code is available."" (p. 18)","numerical output match; table and figure match; path resolution; coding error handling",,"unclear",,
128,"Amelia","The reliability of replications: a study in computational reproductions","Availability","data deposit",,"tacit","the paper uses ""freely available data and code"" as a criterion for selecting the Brady & Finnigan target paper (p. 7: ""it is highly cited, offers freely available data and code""), and notes that inaccessible data introduces error (p. 19), but never explicitly states data deposit as a rule.","numerical output match; table and figure match",,"unclear",,
128,"Amelia","The reliability of replications: a study in computational reproductions","Availability","data documentation",,"injunctive","""Gary King refers to provision of original code as the most elegant way to engage in reproducible research. Our results demonstrate that truly elegant code should be well-structured, well-documented and comprehensible for researchers who do not use the software."" (p. 19, Discussion)",,"code deposit","unclear",,
128,"Amelia","The reliability of replications: a study in computational reproductions","Executability","computing environment",,"injunctive","""differences between operating systems, packages and processors can produce different results [...] Default settings often change across versions or software packages."" (p. 19, Discussion). Also: ""sharing of environment and dependencies within the software (sometimes known as a 'colophon' or 'session info') theoretically gives all necessary information to remove intra-software and package variation in results."" (p. 19–20, Discussion)",,"code deposit","unclear",,
128,"Amelia","The reliability of replications: a study in computational reproductions","Executability","coding error handling",,"injunctive","""For curating, we attempted to fix mistakes in a team's code only if the following two conditions were met: it had to be obvious that it was a mistake and, if so, that we could determine a counterfactual scenario of what the authors would have done instead had they become aware of the mistake. We only changed code when we did not have to make any decisions."" (p. 9, Methods — Curated section)",,"code deposit","no",,
128,"Amelia","The reliability of replications: a study in computational reproductions","Consistency","numerical output match",,"injunctive","""we define a stricter dichotomy of Exact Replication where results must be within 1% of the original"" (p. 8, Methods). Also: ""Directional Reproduction, a dichotomy where results simply point in the same direction and match a null hypothesis significance test that the coefficient is exactly zero with a cut-off of p < 0.05"" (p. 8, Methods).",,"code deposit; data deposit; coding error handing","yes","no",
